Id;Author;Title;Publisher;Year;Pages;Storage;Notes;CottageNumber
1690;Retman B.& R.;Do you speak English? Обучение английскому языку по записям на пластинках.;Варшава;1977;160;20;;131
1691;Немировский Е.Л.;Путешествие к истокам русского книгопечатания: Кн. для учащихся.;М.;1991;224;21;ил.;132
1692;Евсюков В.В.;Мифы о вселенной.;Новосибирск;1988;178;21;нет первых 12 стр.;133
1693;Аршинов С.Я., Кошелев И.М.;Мотоциклы Ирбитского завода: Эксплуатация и ремонт: Справочник.;Л.;1986;192;21;ил.;134
1694;Степанов А.В., Степанов С.А.;Ловись рыбка большая.;Л.;1988;254;21;ил.;135
1695;Куценков А.А.;Эволюция индийской касты.;М.;1983;330;21;;136
1696;;Листая вечные страницы. Писатели мира о книге, чтении, библиофильстве.;М.;1983;272;21;;137
1697;Яблоков А.В.;Популяционная биология: Учебное пособие для биол. спец. вузов.;М.;1983;304;21;ил.;138
1698;;Воинские повести Древней Руси;Л.;1985;496;21;;139
1699;Глушанков И.В.;Навстречу неизвестному.;Л.;1980;136;21;ил.;140
1700;Войнич А., Херцег Э.;Одна ласточка весны не делает… Пер. с венгр.;М.;1985;232;21;ил.;141
1701;Огнев С.И.;Фотография живой природы.;М.;1949;102;21;ил.;142
1702;Мантейфель П.А.;Рассказы натуралиста.;М.;1984;184;21;ил.;143
1703;Бахрис Учок.;Женщины - правительницы в мусульманских государствах.;М.;1982;176;21;;144
1704;Коровченко Г.М.;Мастер - взрывник.;М.;1972;192;21;;145
1705;Оксенгендлер Г.И.;Яды и противоядия.;Л.;1982;192;21;;146
1706;Сост. Г.Е. Трапезников.;Союз нерушимый: Именем революции. Документы 1017 - 1922 гг. М. Горький. По Союзу Советов. А. Лауринчюкас. Вечные березы. Силуэты России. В. Большак. Гюлистан. М. Алексеев.  Меж дней бегущих.;М.;1982;430;21;ил.;147
1707;Гордиенко Н.С.;Православные святые: кто они?;Л.;1979;272;21;;148
1708;;Традиционное воспитание детей у народов Сибири. Сборник статей.;Л.;1988;256;21;ил.;149
1709;Пипия Г.В.;Германский империализм в Закавказье в 1919 - 1918 гг.;М.;1978;224;21;;150
1710;Греков Б.Д.;Киевская Русь.;М.;1953;568;21;;151
1711;Айвазов Б.В.;Основы газовой хроматографии. Уч. Пособие для хим. специальностей вузов.;М.;1977;184;21;ил.;151
1712;Белинский В.Г.;Избранные статьи.;М.;1965;440;21;;153
1713;Соколова В.К.;Весенне-летгие календарные обряды русских, украинцев и белорусов XIX - начала XX в.;М.;1979;288;21;;154
1714;;Очерки истории арабской культуры (V - XV вв.).;М.;1982;440;21;;155
1715;Тавровский Ю.В.;Двухэтажная Япония: Две тысячи дней на Японских островах.;М.;1989;288;21;ил.;156
1716;Дьяконов В.П.;Справочник по расчетам на микрокалькуляторах. - 2-е изд. испр.;М.;1986;224;21;;158
1717;Герасимов Ю.А.;Охотничьи самоловы и самоловный промысел: Справочник.;М.;1990;192;21;ил.;159
1718;Воробьев К.А.;Записки орнитолога;М.;1973;178;21;ил;160
1719;Елина Г.А.;Многоликие болота.;Л.;1987;192;21;;161
1720;журнал;Слово. № 8.-;;1990;88;21;;162
1721;Под. ред. Рыбакова Б.А.;Куликовская битва в истории и культуре нашей Родины: Сборник.;М.;1983;312;21;;163
1722;Натазон Е.А.;Практическая грамматика английского языка для заочников.;М.;1973;304;21;;164
1723;Журба Ю.И.;Краткий справочник по фотографическим материалам и растворам.;М.;1987;320;21;;165
1724;Соловьев С.М.;Публичные чтения о Петре Великом.;М.;1984;232;21;;166
1725;Нерознак В.П.;Названия древнерусских городов;М.;1983;208;21;;167
1726;Заварихин С.П.;Ворота в Сибирь.;М.;1981;160;21;ил.;168
1727;Вайда П.;Опасный враг. Пер. с венгр.;М.;1980;224;21;;169
1728;Варшавский А.С.;Колумбы каменного века.;М.;1978;160;21;;170
1729;Мацуленко В.А.;Оперативная маскировка войск.;М.;1975;200;21;;171
1730;Тихомирова М.А.;Памятники. Люди. События.;Л.;1984;400;21;;172
1731;Реймерс Н.Ф.;Природопользование: Словарь-справочник.;М.;1990;638;22;ил., табл., карт., схем., граф.;173
1732;Массэ А.;Ислам. Очерк истории. Пер. с франц. Изд. 3-е.;М.;1982;192;22;;174
1733;Алферова Г.В.;Каргополь и каргополье.;М.;1973;192;22;ил.;175
1734;Асташенков П.Т.;Академик И.В. Курчатов.;М.;1971;304;22;;176
1735;Дежкин В.В.;Охота и охрана природы.;М.;1977;104;22;ил.;177
1736;Andrews H.;Say it with us. Обучение английскому языку по записям на пластинках.;Варшава;1977;340;22;;178
1737;Мадер Ю.;Тайное становится явным. Секретные службы ФРГ и их подрывная деятельность против социалистических стран. Пер. с нем.;М.;1970;216;22;ил.;179
1738;;Русские народные традиции и современность.;М.;1995;304;22;ил.;180
1739;;Практическая грамматика английского языка с упражнениями(Морфология). Учеб. Пособие для 1 курса неяз. вузов. English grammar through practice. Morphology.;М.;1975;208;22;;181
1740;;Юкагиры. Историко-этнографический очерк.;Новосибирск;1975;244;22;ил.;182
1741;Махмудов Т.;Эстетика живописи Узбекистана.;Ташкнет;1983;224;22;ил.;183
1742;Сергеев В.С.;История Древней Греции.;М.;1948;552;22;;184
1743;Шолохов М.;Тихий Дон. Роман в четырех книгах. Книга четвертая.;М.;1962;470;22;;185
1744;ДомашеваА.Д., Дроздова Т.Н.;Северное чудо - Соловецкая крепость.;М.;1985;120;22;ил.;186
1745;Виленкин Н.Я., Литвиненко В.Н., Мордкович А.Г.;Элементарная математика. Учеб. пособие.;М.;1970;224;22;;187
1746;Исикава К.;Японские методы управления качеством. Сокр. пер. с англ.;М.;1988;216;22;;188
1747;Пушкин А.С.;Лирика.;М.;1952;200;22;;189
1748;;Калевала. Пер. с финск.;М.;1977;574;22;ил.;190
1749;Репин Л.Б.;Затерявшиеся в тайге.;М.;1980;156;22;;191
1750;;Скифский мир.;Киев.;1975;236;22;;192
1751;Тургенев И.С.;Записки охотника.;М.;1963;224;22;;193
1752;;The words you often mix up. (Слова, которые вы часто путаете.) Учеб. пособие.;Л.;1976;128;22;;194
1753;Кочкуркина С.И.;Археологические памятники Корелы. V - XV вв.;Л.;1981;160;22;ил.;195
1754;Калашников С.Г.;Электричество. Изд. 3-е стереотип.;М.;1970;668;22;ил.;196
1755;Воронин Н.Н., Раппопорт П.А.;Зодчество Смоленска XII - XIII вв.;Л.;1979;416;22;ил.;197
1756;Морозов С.;Русские путешественники-фотографы.;М.;1953;184;22;ил.;198
